dataset,donor,donor_ID,status,tissue_sample_id,n_total_cells,n_tissue_samples_same_donor_status,sender,receiver,n_sender,n_receiver,count_eligible,reason,min_cells_required
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Mesenchymal_stromal","B_cell::Centrocyte B",19,902,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Mesenchymal_stromal","B_cell::DN2",19,253,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Mesenchymal_stromal","B_cell::IgM-only",19,8,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Mesenchymal_stromal","B_cell::MZ",19,95,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Mesenchymal_stromal","B_cell::Naïve B",19,1914,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Mesenchymal_stromal","Plasma::Activated plasma",19,22,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Mesenchymal_stromal","Plasma::IgA plasma",19,35,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Mesenchymal_stromal","Plasma::IgG plasma",19,52,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Mesenchymal_stromal","Plasma::Transitional B",19,106,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","B_cell::ActB3",59,125,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","B_cell::CSM",59,2049,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","B_cell::Centroblast B",59,1441,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","B_cell::Centrocyte B",59,902,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","B_cell::DN2",59,253,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","B_cell::IgM-only",59,8,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","B_cell::MZ",59,95,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","B_cell::Naïve B",59,1914,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","Plasma::Activated plasma",59,22,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","Plasma::IgA plasma",59,35,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","Plasma::IgG plasma",59,52,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"Myeloid","Plasma::Transitional B",59,106,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","B_cell::ActB3",1763,125,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","B_cell::CSM",1763,2049,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","B_cell::Centroblast B",1763,1441,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","B_cell::Centrocyte B",1763,902,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","B_cell::DN2",1763,253,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","B_cell::IgM-only",1763,8,FALSE,"low_cell_count",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","B_cell::MZ",1763,95,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","B_cell::Naïve B",1763,1914,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","Plasma::Activated plasma",1763,22,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","Plasma::IgA plasma",1763,35,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","Plasma::IgG plasma",1763,52,TRUE,"adequate_cell_counts",20
"SCP2959","112584","SCP2959::112584","Non-stricture","SCP2959::112584::Non-stricture",11917,1,"T_NK","Plasma::Transitional B",1763,106,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::ActB3","Endothelial",1,14,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::ActB3","Epithelial",1,5,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::ActB3","Mast",1,71,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::ActB3","Mesenchymal_stromal",1,75,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::ActB3","Myeloid",1,65,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::ActB3","T_NK",1,230,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::CSM","Endothelial",9,14,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::CSM","Epithelial",9,5,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::CSM","Mast",9,71,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::CSM","Mesenchymal_stromal",9,75,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::CSM","Myeloid",9,65,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::CSM","T_NK",9,230,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centroblast B","Endothelial",0,14,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centroblast B","Epithelial",0,5,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centroblast B","Mast",0,71,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centroblast B","Mesenchymal_stromal",0,75,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centroblast B","Myeloid",0,65,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centroblast B","T_NK",0,230,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centrocyte B","Endothelial",0,14,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centrocyte B","Epithelial",0,5,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centrocyte B","Mast",0,71,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centrocyte B","Mesenchymal_stromal",0,75,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centrocyte B","Myeloid",0,65,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Centrocyte B","T_NK",0,230,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::DN2","Endothelial",4,14,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::DN2","Epithelial",4,5,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::DN2","Mast",4,71,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::DN2","Mesenchymal_stromal",4,75,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::DN2","Myeloid",4,65,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::DN2","T_NK",4,230,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::IgM-only","Endothelial",0,14,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::IgM-only","Epithelial",0,5,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::IgM-only","Mast",0,71,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::IgM-only","Mesenchymal_stromal",0,75,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::IgM-only","Myeloid",0,65,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::IgM-only","T_NK",0,230,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::MZ","Endothelial",0,14,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::MZ","Epithelial",0,5,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::MZ","Mast",0,71,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::MZ","Mesenchymal_stromal",0,75,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::MZ","Myeloid",0,65,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::MZ","T_NK",0,230,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Naïve B","Endothelial",3,14,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Naïve B","Epithelial",3,5,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Naïve B","Mast",3,71,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Naïve B","Mesenchymal_stromal",3,75,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Naïve B","Myeloid",3,65,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"B_cell::Naïve B","T_NK",3,230,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Activated plasma","Endothelial",36,14,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Activated plasma","Epithelial",36,5,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Activated plasma","Mast",36,71,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Activated plasma","Mesenchymal_stromal",36,75,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Activated plasma","Myeloid",36,65,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Activated plasma","T_NK",36,230,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgA plasma","Endothelial",44,14,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgA plasma","Epithelial",44,5,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgA plasma","Mast",44,71,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgA plasma","Mesenchymal_stromal",44,75,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgA plasma","Myeloid",44,65,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgA plasma","T_NK",44,230,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgG plasma","Endothelial",4,14,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgG plasma","Epithelial",4,5,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgG plasma","Mast",4,71,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgG plasma","Mesenchymal_stromal",4,75,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgG plasma","Myeloid",4,65,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::IgG plasma","T_NK",4,230,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Transitional B","Endothelial",0,14,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Transitional B","Epithelial",0,5,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Transitional B","Mast",0,71,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Transitional B","Mesenchymal_stromal",0,75,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Transitional B","Myeloid",0,65,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Plasma::Transitional B","T_NK",0,230,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","B_cell::ActB3",14,1,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","B_cell::CSM",14,9,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","B_cell::Centroblast B",14,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","B_cell::Centrocyte B",14,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","B_cell::DN2",14,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","B_cell::IgM-only",14,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","B_cell::MZ",14,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","B_cell::Naïve B",14,3,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","Plasma::Activated plasma",14,36,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","Plasma::IgA plasma",14,44,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","Plasma::IgG plasma",14,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Endothelial","Plasma::Transitional B",14,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","B_cell::ActB3",5,1,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","B_cell::CSM",5,9,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","B_cell::Centroblast B",5,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","B_cell::Centrocyte B",5,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","B_cell::DN2",5,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","B_cell::IgM-only",5,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","B_cell::MZ",5,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","B_cell::Naïve B",5,3,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","Plasma::Activated plasma",5,36,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","Plasma::IgA plasma",5,44,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","Plasma::IgG plasma",5,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Epithelial","Plasma::Transitional B",5,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","B_cell::ActB3",71,1,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","B_cell::CSM",71,9,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","B_cell::Centroblast B",71,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","B_cell::Centrocyte B",71,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","B_cell::DN2",71,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","B_cell::IgM-only",71,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","B_cell::MZ",71,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","B_cell::Naïve B",71,3,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","Plasma::Activated plasma",71,36,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","Plasma::IgA plasma",71,44,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","Plasma::IgG plasma",71,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mast","Plasma::Transitional B",71,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","B_cell::ActB3",75,1,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","B_cell::CSM",75,9,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","B_cell::Centroblast B",75,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","B_cell::Centrocyte B",75,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","B_cell::DN2",75,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","B_cell::IgM-only",75,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","B_cell::MZ",75,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","B_cell::Naïve B",75,3,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","Plasma::Activated plasma",75,36,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","Plasma::IgA plasma",75,44,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","Plasma::IgG plasma",75,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Mesenchymal_stromal","Plasma::Transitional B",75,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","B_cell::ActB3",65,1,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","B_cell::CSM",65,9,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","B_cell::Centroblast B",65,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","B_cell::Centrocyte B",65,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","B_cell::DN2",65,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","B_cell::IgM-only",65,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","B_cell::MZ",65,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","B_cell::Naïve B",65,3,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","Plasma::Activated plasma",65,36,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","Plasma::IgA plasma",65,44,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","Plasma::IgG plasma",65,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"Myeloid","Plasma::Transitional B",65,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","B_cell::ActB3",230,1,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","B_cell::CSM",230,9,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","B_cell::Centroblast B",230,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","B_cell::Centrocyte B",230,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","B_cell::DN2",230,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","B_cell::IgM-only",230,0,FALSE,"absent_population",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","B_cell::MZ",230,0,FALSE,"absent_population",20
