dataset,donor,donor_ID,status,tissue_sample_id,n_total_cells,n_tissue_samples_same_donor_status,sender,receiver,n_sender,n_receiver,count_eligible,reason,min_cells_required
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","B_cell::Naïve B",230,3,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","Plasma::Activated plasma",230,36,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","Plasma::IgA plasma",230,44,TRUE,"adequate_cell_counts",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","Plasma::IgG plasma",230,4,FALSE,"low_cell_count",20
"SCP2959","105446","SCP2959::105446","Stricture","SCP2959::105446::Stricture",561,1,"T_NK","Plasma::Transitional B",230,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::ActB3","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::ActB3","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::ActB3","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::ActB3","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::ActB3","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::ActB3","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::CSM","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::CSM","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::CSM","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::CSM","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::CSM","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::CSM","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centroblast B","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centroblast B","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centroblast B","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centroblast B","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centroblast B","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centroblast B","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centrocyte B","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centrocyte B","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centrocyte B","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centrocyte B","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centrocyte B","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Centrocyte B","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::DN2","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::DN2","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::DN2","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::DN2","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::DN2","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::DN2","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::IgM-only","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::IgM-only","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::IgM-only","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::IgM-only","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::IgM-only","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::IgM-only","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::MZ","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::MZ","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::MZ","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::MZ","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::MZ","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::MZ","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Naïve B","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Naïve B","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Naïve B","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Naïve B","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Naïve B","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"B_cell::Naïve B","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Activated plasma","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Activated plasma","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Activated plasma","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Activated plasma","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Activated plasma","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Activated plasma","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgA plasma","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgA plasma","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgA plasma","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgA plasma","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgA plasma","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgA plasma","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgG plasma","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgG plasma","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgG plasma","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgG plasma","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgG plasma","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::IgG plasma","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Transitional B","Endothelial",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Transitional B","Epithelial",0,92,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Transitional B","Mast",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Transitional B","Mesenchymal_stromal",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Transitional B","Myeloid",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Plasma::Transitional B","T_NK",0,12,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","B_cell::ActB3",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","B_cell::CSM",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","B_cell::Centroblast B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","B_cell::Centrocyte B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","B_cell::DN2",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","B_cell::IgM-only",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","B_cell::MZ",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","B_cell::Naïve B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","Plasma::Activated plasma",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","Plasma::IgA plasma",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","Plasma::IgG plasma",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Endothelial","Plasma::Transitional B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","B_cell::ActB3",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","B_cell::CSM",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","B_cell::Centroblast B",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","B_cell::Centrocyte B",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","B_cell::DN2",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","B_cell::IgM-only",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","B_cell::MZ",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","B_cell::Naïve B",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","Plasma::Activated plasma",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","Plasma::IgA plasma",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","Plasma::IgG plasma",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Epithelial","Plasma::Transitional B",92,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","B_cell::ActB3",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","B_cell::CSM",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","B_cell::Centroblast B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","B_cell::Centrocyte B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","B_cell::DN2",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","B_cell::IgM-only",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","B_cell::MZ",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","B_cell::Naïve B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","Plasma::Activated plasma",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","Plasma::IgA plasma",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","Plasma::IgG plasma",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mast","Plasma::Transitional B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","B_cell::ActB3",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","B_cell::CSM",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","B_cell::Centroblast B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","B_cell::Centrocyte B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","B_cell::DN2",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","B_cell::IgM-only",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","B_cell::MZ",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","B_cell::Naïve B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","Plasma::Activated plasma",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","Plasma::IgA plasma",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","Plasma::IgG plasma",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Mesenchymal_stromal","Plasma::Transitional B",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Myeloid","B_cell::ActB3",0,0,FALSE,"absent_population",20
"SCP2959","115284","SCP2959::115284","Stricture","SCP2959::115284::Stricture",104,1,"Myeloid","B_cell::CSM",0,0,FALSE,"absent_population",20
